project_id,project_name,sector,ministry,state,district,implementing_agency,sanctioned_cost,revised_cost,actual_expenditure,sanctioned_duration,actual_duration,start_date,expected_end_date,revised_end_date,physical_progress,financial_progress,contractor_name,revision_count,funding_source,land_acquisition_status,environment_clearance,forest_clearance,utility_shifting_status,tender_type,no_of_extensions,last_inspection_date,inspection_score,disputes_count,cost_overrun_flag,time_overrun_flag,cost_overrun_pct,time_overrun_pct,risk_score,risk_category
PROJ-618057,Construction of Shohratgarh Bypass on NH-730 under EPC mode in the State of Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Lucknow,MoRTH,189.0,189.0,31.42,31,51,2022-10-10,2025-05-23,2026-12-31,54.0,16.62,Hindustan Construction Company (HCC),4,Central,Partial,Pending,Obtained,Partial,Single,4,2026-04-27,5.5,3,0,1,0.0,64.52,47.4,Medium
PROJ-618038,Construction of Shopian Bypass on NH-444 taking off from existing chainage Km 36500 and re-joining at km 47588 of existing Chainage New Design Ch. From km 28000 to km 36925 as 2- lane with paved shoulder in the UT of Jammu & Kashmir on EPC mode.,Roads & Highways,Ministry of Road Transport & Highways,Jammu and Kashmir,Jammu,MoRTH,224.0,224.0,0.0,46,46,2024-03-11,2028-01-11,2028-01-11,3.0,0.0,NCC Limited,0,PPP,Complete,Obtained,Obtained,Complete,Open,0,2026-06-03,7.2,0,0,0,0.0,0.0,8.0,Low
PROJ-617980,Construction of six lane elevated corridor from km 7.950 Uppal to km 14.200 of NH-163 to De-Congest the urban limits of Hyderabad-Bhoopalapatnam section on EPC mode in the state of Telangana,Roads & Highways,Ministry of Road Transport & Highways,Telangana,Hyderabad,MoRTH,627.0,627.0,24.4,27,117,2018-03-27,2020-07-01,2027-12-31,54.0,3.89,Hindustan Construction Company (HCC),4,Externally Aided,Not Started,Obtained,Obtained,Not Started,Single,2,2026-04-17,5.2,2,0,1,0.0,333.33,48.9,Medium
PROJ-617942,Construction of Six lane Elevated Corridor from Km. 508.000 to Km. 513.150 including approaches on NH-66,Roads & Highways,Ministry of Road Transport & Highways,Ladakh,Leh,MoRTH,641.0,641.0,0.0,36,42,2023-04-25,2026-04-15,2026-10-14,99.0,0.0,KNR Constructions Ltd,4,Central,Partial,Pending,Obtained,Complete,Limited,4,2026-03-16,5.2,3,0,1,0.0,16.67,23.3,Low
PROJ-618535,Construction of Six lane elevated flyover including reconstruction/rehabilitation of existing pavement from Km 406100 to Km 411150 Length 5.05 Km at Gobindpur area in the Barwa Adda Panagarh section of NH-19 from Km.398.240 to Km.521.120 including Panagarh Bypass in the State of Jharkhand on EPC Mode.,Roads & Highways,Ministry of Road Transport & Highways,Jharkhand,Ranchi,NHAI,688.0,442.52,67.84,38,38,2025-01-27,2028-03-21,2028-03-21,20.0,9.86,Patel Engineering,1,Central,Complete,Obtained,Obtained,Complete,Single,0,2026-05-09,7.2,0,0,0,0.0,0.0,8.0,Low
PROJ-618534,Construction of Six lane elevated flyover including reconstruction/rehabilitation of existing pavement from Km 426230 to Km 430500 Length 4.27 Km at Nirsa in the Barwa Adda Panagarh section of NH-19 from Km.398.240 to Km.521.120 including Panagarh Bypass in the State of Jharkhand on EPC Mode.,Roads & Highways,Ministry of Road Transport & Highways,Jharkhand,Ranchi,NHAI,471.0,471.0,0.93,43,43,2025-01-27,2028-08-16,2028-08-16,0.0,0.2,Larsen & Toubro Ltd,1,PPP,Complete,Obtained,Not Required,Complete,Open,0,2026-02-28,7.4,0,0,0,0.0,0.0,8.0,Low
PROJ-619042,"Construction of six lane Flyover at Katraj junction at Km, 3/880 of NH 548-DD Vadgaon - Katraj - Kondhwa - Mantarwadi Chowk - Loni Kalbhor - Theur Phata - Lonikand Road in Pune Dist of the State of Maharashtra. On Engineering Procurement and construction EPC Basis mode L.1.326 Km,",Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Pune,MoRTH,164.0,164.0,80.23,60,60,2021-02-23,2026-02-18,2023-02-25,83.0,48.92,Megha Engineering (MEIL),0,PPP,Complete,Obtained,Obtained,Complete,Open,0,2026-07-30,9.7,0,0,0,0.0,0.0,8.0,Low
PROJ-617950,Construction of Srinivasapura Bypass from existing Km 453.890 Design Ch. 0000 to existing Km 461.450 Design Ch 10080 on NH-69 in the State of Karnataka Under NH O in EPC mode under Annual Plan 2022-23 NH-69-KNT-2022-23-966 dated 22.11.2022,Roads & Highways,Ministry of Road Transport & Highways,Karnataka,Bengaluru,MoRTH,204.0,204.0,9.76,49,49,2022-11-30,2027-01-11,2027-01-11,22.0,4.78,IRB Infrastructure Developers,1,State,Partial,Obtained,Obtained,Complete,Limited,0,2026-08-09,8.2,0,0,0,0.0,0.0,8.0,Low
PROJ-618939,Construction of Standalone Flyover cum ROB from Design Ch.66.600 to Design Ch.68.800 in Gadchandur Town on NH-353B,Roads & Highways,Ministry of Road Transport & Highways,Tripura,Dharmanagar,NHAI,191.0,107.76,37.07,29,29,2025-02-24,2027-07-25,2027-07-25,40.0,19.41,Afcons Infrastructure,0,Central,Complete,Obtained,Obtained,Partial,Open,0,2026-05-07,8.3,1,0,0,0.0,0.0,8.0,Low
PROJ-618480,Construction of Trumpet Interchange Connecting Bangalore Chennai Expressway km.261705 to km. 262800 with Maduravoyal to Walajapet Section of NH 48 near Sriperumbudur Toll Plaza at km. 35700,Roads & Highways,Ministry of Road Transport & Highways,Tamil Nadu,Chennai,NHAI,163.0,162.56,54.98,28,42,2023-05-03,2025-08-23,2026-10-31,39.0,33.73,Patel Engineering,3,PPP,Complete,Pending,Not Required,Partial,Open,5,2026-05-05,5.5,0,0,1,0.0,50.0,35.4,Medium
PROJ-618549,Construction of twin tube tunnels on Jammu Kashmir Ring Road NH-244A Between Design Ch. 50600 to 51700 and design Ch. 53535 to 55700 on EPC mode under residual NHDP component of Bharatmala Pariyojna,Roads & Highways,Ministry of Road Transport & Highways,Jammu and Kashmir,Jammu,NHAI,243.0,731.59,677.47,30,49,2022-11-28,2025-06-07,2026-12-31,84.0,92.6,Hindustan Construction Company (HCC),2,PPP,Partial,Obtained,Pending,Not Started,Open,3,2026-05-30,4.8,1,1,1,201.07,63.33,80.3,High
PROJ-618323,Construction of Twin Tube Uni-directional Aizawl Bypass Tunnel of 2.5 km and its approaches of 2.1 km from km 10.600 to km 15.200 on Sarrang - Phaibawk section of NH-6 in the State of Mizoram on EPC Mode under NHO-NE Package-2,Roads & Highways,Ministry of Road Transport & Highways,Mizoram,Aizawl,NHIDCL,1313.0,1313.0,0.11,59,59,2024-01-10,2028-12-02,2028-12-02,0.0,0.01,IRB Infrastructure Developers,1,Central,Complete,Obtained,Obtained,Complete,Open,0,2026-07-26,8.4,0,0,0,0.0,0.0,8.0,Low
PROJ-618170,Construction of Two lane with paved shoulder configuration of Shujalpur Bypass section of NH-752C from km 33100 Design to km. 42570 Design total design length 10.470 km in the State of Madhya Pradesh on EPC mode.,Roads & Highways,Ministry of Road Transport & Highways,Madhya Pradesh,Bhopal,MoRTH,214.0,214.0,38.07,30,45,2023-03-22,2025-09-14,2026-12-31,46.0,17.79,Shapoorji Pallonji Co,1,PPP,Complete,Pending,Pending,Complete,Open,5,2026-06-30,4.4,2,0,1,0.0,50.0,36.6,Medium
PROJ-618075,Construction of two lane with paved shoulder from existing Km.0.000 to Km.55.610 design km. 0.000 to km. 54.048 of NH-124D,Roads & Highways,Ministry of Road Transport & Highways,Nagaland,Kohima,MoRTH,841.0,773.58,210.11,50,63,2021-12-22,2026-02-08,2027-03-31,77.0,24.98,Hindustan Construction Company (HCC),3,Central,Complete,Obtained,Obtained,Partial,Open,1,2026-07-07,4.9,0,0,1,0.0,26.0,18.0,Low
PROJ-618071,Construction of two lane with paved shoulder Gangtok Bypass Road from Ranipool to Burtuk Ch 0.00 Km to 23.316 L23.316 Km in the State of Sikkim,Roads & Highways,Ministry of Road Transport & Highways,Sikkim,Gangtok,MoRTH,385.0,342.89,203.36,31,62,2021-10-18,2024-05-22,2026-12-31,92.0,52.82,IRB Infrastructure Developers,3,PPP,Complete,Obtained,Not Required,Complete,Limited,3,2026-07-07,4.0,1,0,1,0.0,100.0,41.4,Medium
PROJ-618169,Construction of Two Lane with paved shoulder highway from Design Ch.0.000 to Ch.49.2OO of NH-731B on EPC Mode,Roads & Highways,Ministry of Road Transport & Highways,Gujarat,Vadodara,MoRTH,640.0,602.76,270.82,44,54,2022-03-24,2025-11-29,2026-09-30,98.0,42.32,Patel Engineering,1,PPP,Not Started,Obtained,Not Required,Complete,Open,3,2026-03-29,5.4,3,0,1,0.0,22.73,23.0,Low
PROJ-619251,Construction of two lane with paved shoulder of Ghatol Bypass from km 133.250 to km 140.950 of NH-56 old NH No. 113 on EPC mode in the State of Rajasthan.,Roads & Highways,Ministry of Road Transport & Highways,Rajasthan,Jaipur,MoRTH,170.0,170.0,0.0,30,30,2025-03-30,2027-09-23,2027-09-23,17.0,0.0,GMR Infrastructure,0,State,Complete,Obtained,Obtained,Complete,Single,0,2026-02-16,9.6,0,0,0,0.0,0.0,8.0,Low
PROJ-618843,Construction of two lane with paved shoulders bypass to Mungrabadshapur town starting from near Kodahu at Km 47/225 of NH-319D and ending near Nauwadandi at Km 219/720 of NH-31 under NHO in the state of Uttar Pradesh on EPC mode,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Lucknow,NHAI,198.0,165.28,54.54,25,25,2025-02-13,2027-03-21,2027-03-21,23.0,27.55,IRB Infrastructure Developers,1,Externally Aided,Complete,Obtained,Obtained,Complete,Open,0,2026-01-05,8.5,0,0,0,0.0,0.0,8.0,Low
PROJ-618848,Construction of Underpass beneath airport runway on NH-31 old NH-56 for proposed expansion of runway of Babatpur Airport Varanasi,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Varanasi,NHAI,649.0,649.0,0.09,32,32,2025-02-03,2027-09-29,2027-09-29,22.0,0.01,Hindustan Construction Company (HCC),0,Externally Aided,Complete,Obtained,Obtained,Complete,Limited,0,2026-02-24,7.4,0,0,0,0.0,0.0,8.0,Low
PROJ-617894,"Construction or 4 lane Raniganj Bypass of length 5.261 km on NH-60 new NH-14 from km 273.00 of NH to km 478.18 of NH-2 New NH 16 in paschim Bardhaman, West Bengal in EPC Mode- reg. Job No. 014-WB-2022-23/514",Roads & Highways,Ministry of Road Transport & Highways,West Bengal,Kolkata,MoRTH,411.0,411.0,184.64,36,50,2023-03-06,2026-03-08,2027-05-05,67.0,44.92,PNC Infratech Ltd,3,Central,Not Started,Obtained,Pending,Not Started,Single,1,2026-08-06,5.7,3,0,1,0.0,38.89,35.4,Medium
PROJ-617902,construction or By-pass road on NH-26 for Nabrangpur Town,Roads & Highways,Ministry of Road Transport & Highways,Delhi,New Delhi,MoRTH,169.0,169.0,11.13,44,45,2023-03-27,2026-12-01,2026-12-31,38.0,6.59,Hindustan Construction Company (HCC),0,Central,Complete,Obtained,Not Required,Complete,Open,0,2026-08-07,7.3,1,0,0,0.0,2.27,8.0,Low
PROJ-618963,Construction work of 4-laning of Shahganj bypass end to Badi Package-IV of NH-146B from design km 102.000 to design km 142.357 Design length 40.357 km,Roads & Highways,Ministry of Road Transport & Highways,Karnataka,Ballari,NHAI,784.0,836.64,318.16,37,37,2024-02-28,2027-03-24,2027-03-24,52.0,38.03,PNC Infratech Ltd,0,Externally Aided,Complete,Obtained,Obtained,Complete,Open,1,2026-07-23,9.7,0,0,0,6.71,0.0,8.0,Low
PROJ-618390,"Construction, Operation & Maintenance of 2-L Bi-directional Silkyara Bend- Barkot Tunnel with escape passage including approaches Tunnel-4.531 & Approach road- 0.328 on Dharasu-Yamunotri section b/w Chainage 25.400km and 51.00km falling along NH-134 Old NH-94 on EPC mode",Roads & Highways,Ministry of Road Transport & Highways,Tamil Nadu,Salem,NHIDCL,1384.0,1384.0,842.44,52,109,2018-03-09,2022-07-08,2027-03-31,76.0,60.87,GMR Infrastructure,2,PPP,Complete,Obtained,Not Required,Not Started,Limited,4,2026-02-04,4.5,1,0,1,0.0,109.62,42.7,Medium
PROJ-618426,Construction/Up gradation of Existing road to 2 Lane with Paved Shoulder including Geometric Improvement from Ranipool to Pakyong Balance work from Km 2.000 to 16.167 of NH-717-A on EPC basis under SARDP-NE Phase A in the State of Sikkim,Roads & Highways,Ministry of Road Transport & Highways,Sikkim,Gangtok,NHIDCL,265.0,380.94,127.34,75,105,2018-03-22,2024-07-06,2026-12-31,87.0,33.43,Larsen & Toubro Ltd,3,PPP,Complete,Obtained,Obtained,Complete,Limited,3,2026-04-13,3.7,0,1,1,43.75,40.0,48.9,Medium
PROJ-619038,Construction/upgradation to 2-lane with paved shoulder from Design Km 95.55 Bandarkoot to Km. 111.06 Chattroo of 15.52 Km length on Khellani-Kishtwar-Chattroo section on NH-244 in UT of Jammu and Kashmir on EPC Mode Pkg-5,Roads & Highways,Ministry of Road Transport & Highways,Jammu and Kashmir,Jammu,NHIDCL,497.0,497.0,270.82,23,60,2021-03-31,2023-02-19,2026-03-31,100.0,54.49,Ashoka Buildcon Ltd,3,PPP,Complete,Obtained,Pending,Partial,Limited,4,2026-03-03,4.1,0,0,1,0.0,160.87,42.9,Medium
PROJ-618550,Corridor Efficiency Improvement including removal of black spots in Lakhanpur - Samba section of NH-44 from Chainage Km. 16.300 to Km. 74.100,Roads & Highways,Ministry of Road Transport & Highways,Jharkhand,Hazaribagh,NHAI,856.0,215.68,203.55,24,54,2022-06-16,2024-06-11,2026-12-15,75.0,23.78,Larsen & Toubro Ltd,3,Externally Aided,Partial,Pending,Pending,Not Started,Open,4,2026-03-08,6.5,1,0,1,0.0,125.0,49.4,Medium
PROJ-619119,Cuttack-Angul Section of NH-42 New NH-55 from km 0.400 to km 60.200 Pkg-I in the State of Odisha,Roads & Highways,Ministry of Road Transport & Highways,Odisha,Cuttack,NHAI,999.0,1178.31,1128.52,33,107,2017-10-25,2020-07-16,2026-09-30,99.0,95.77,Shapoorji Pallonji Co,4,Central,Not Started,Pending,Not Required,Partial,Open,1,2026-06-18,5.4,2,1,1,17.95,224.24,57.0,Medium
PROJ-619215,Cuttack-Angul Section of NH-42 New NH-55 from Km.60.200 to Km. 112.000 Pkg-II in the State of Odisha,Roads & Highways,Ministry of Road Transport & Highways,Odisha,Cuttack,NHAI,991.0,1168.82,1083.8,34,107,2017-10-25,2020-09-06,2026-09-30,100.0,92.73,Afcons Infrastructure,3,Central,Partial,Pending,Obtained,Not Started,Open,1,2026-03-28,6.6,3,1,1,17.94,214.71,56.3,Medium
PROJ-618518,Davanagere - Haveri of NH-48 Old NH-4 from km. 260.00 to km. 338.923,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Noida,NHAI,1455.0,1805.84,1273.5,42,120,2017-01-12,2020-07-24,2026-12-31,99.0,70.52,Larsen & Toubro Ltd,1,PPP,Partial,Obtained,Not Required,Partial,Open,5,2026-06-23,3.6,2,1,1,24.11,185.71,55.8,Medium
PROJ-618804,Dedicated Port road to Krishnapatnam Port Package-I from Km. 0.000 to Km. 18.000,Roads & Highways,Ministry of Road Transport & Highways,Chhattisgarh,Bilaspur,NHAI,349.0,341.36,310.54,33,108,2018-03-27,2020-12-19,2027-03-31,80.0,88.98,Shapoorji Pallonji Co,4,Central,Not Started,Obtained,Not Required,Partial,Limited,5,2026-01-06,4.4,0,0,1,0.0,227.27,50.7,Medium
PROJ-618497,Delhi Amritsar Katra Expressway Phase-II Pkg XVIII Development and Upgradation of Four lane Access Control Expressway from Design Chainage KM 530.00 to KM 545.300 Sidhra to Domel Section of NH-44,Roads & Highways,Ministry of Road Transport & Highways,Punjab,Amritsar,NHAI,1026.0,975.38,631.2,35,54,2022-12-20,2025-11-19,2027-06-30,70.0,61.52,Tata Projects Ltd,2,PPP,Not Started,Pending,Obtained,Not Started,Open,2,2026-07-25,5.0,3,0,1,0.0,54.29,42.8,Medium
PROJ-618482,Delhi-Amritsar-Katra Expressway Phase-I Pkg-I from Jussur Kheri on NH-KMP Expressway to Junction with Rohtak-Panipat road NH-709 near Rukhi Paani village Km 0000 to Km 34000,Roads & Highways,Ministry of Road Transport & Highways,Punjab,Amritsar,NHAI,1866.0,2429.9,1609.72,37,68,2020-12-07,2023-12-26,2026-07-31,100.0,66.25,KNR Constructions Ltd,1,Externally Aided,Partial,Pending,Pending,Partial,Single,3,2026-03-08,4.3,1,1,1,30.22,83.78,59.4,Medium
PROJ-618483,Delhi-Amritsar-Katra Expressway Phase-I Pkg-II from Junction with Rohtak-Panipat road NH-709 near Rukhi Paani village to Junction with Jind-Panipat road NH-352A near Gangana village Km 34000 to Km 60800,Roads & Highways,Ministry of Road Transport & Highways,Punjab,Amritsar,NHAI,1534.0,1792.53,1176.23,37,67,2020-12-23,2024-01-13,2026-07-31,100.0,65.62,Patel Engineering,1,PPP,Partial,Pending,Pending,Partial,Open,4,2026-07-13,5.4,1,1,1,16.85,81.08,53.5,Medium
PROJ-618489,Delhi-Amritsar-Katra Expressway Phase-I Pkg-IX from Junction with Ludhiana-Moga road NH-5 near Mullanpur Dakha to Junction with Jalandhar - Moga road NH-703 near Kang Sahibu village Km 260860 to km 303900,Roads & Highways,Ministry of Road Transport & Highways,Punjab,Ludhiana,NHAI,1851.0,2407.14,1935.88,43,75,2020-12-23,2024-07-16,2027-03-31,73.0,80.42,IRCON International,4,Central,Not Started,Pending,Obtained,Partial,Single,1,2026-01-10,4.5,1,1,1,30.05,74.42,64.5,Medium
PROJ-618486,Delhi-Amritsar-Katra Expressway Phase-I Pkg-V from Junction with Ambala-Kaithal-Hissar road NH-152 near Kharak Pandwa village to Junction with Patiala-Samana-Patran road SH-10 near Ghagga village Km 120250 to Km 157920,Roads & Highways,Ministry of Road Transport & Highways,Punjab,Amritsar,NHAI,1742.0,2281.02,1508.2,40,67,2021-01-28,2024-05-22,2026-08-31,99.0,66.12,Megha Engineering (MEIL),2,Central,Partial,Obtained,Not Required,Not Started,Single,3,2026-07-09,4.4,0,1,1,30.94,67.5,58.3,Medium
PROJ-618492,Delhi-Amritsar-Katra Expressway Phase-I Pkg-XII from Junction with Amritsar-Mehta-SriHargobindpur-Tanda road NH-503A near SriHargobindpur to Junction with Pathankot-Gurdaspur road NH-54 near Gurdaspur Km 362420 to km 397700,Roads & Highways,Ministry of Road Transport & Highways,Punjab,Amritsar,NHAI,1734.0,1538.47,780.61,72,76,2021-03-04,2027-02-20,2027-06-30,28.0,45.02,Patel Engineering,1,State,Complete,Obtained,Obtained,Partial,Open,0,2026-02-27,7.6,0,0,0,0.0,5.56,9.9,Low
PROJ-618493,Delhi-Amritsar-Katra Expressway Phase-I Spur-I from Jn. with Kapurthala - Sultanpur Lodhi Road NH-703A near Isharwal village to Jn. with Kapurthala - Tarn Taran road NH-703AA near Goinwal Sahib [Km 24000 to Km 41000 of Amritsar connectivity],Roads & Highways,Ministry of Road Transport & Highways,Punjab,Amritsar,NHAI,2165.0,1519.6,618.22,52,75,2021-12-13,2026-04-16,2028-03-10,35.0,28.56,KNR Constructions Ltd,3,State,Not Started,Obtained,Obtained,Complete,Single,5,2026-04-02,4.5,1,0,1,0.0,44.23,36.1,Medium
PROJ-619200,Delhi-Amritsar-Katra Expressway Phase-I Spur-III from Junction with Amritsar-Jalandhar road NH-3 near Bhishambarpura to Junction with Amritsar-Anjala road NH-354 near Amritsar Airport [Km 71000 to Km 99000 of Amritsar connectivity],Roads & Highways,Ministry of Road Transport & Highways,Punjab,Amritsar,NHAI,1642.0,1951.7,1364.2,44,80,2021-03-04,2024-10-26,2027-10-31,34.0,69.9,Tata Projects Ltd,4,Central,Partial,Pending,Pending,Not Started,Open,5,2026-04-28,5.0,1,1,1,18.86,81.82,73.2,High
PROJ-619066,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XIV from Junction with Pathankot-Gurdaspur road NH-54 near Balsua to Junction with Hiranagar Road near village Gurha Baildaran km 423500 to km 468100,Roads & Highways,Ministry of Road Transport & Highways,Punjab,Amritsar,NHAI,3044.0,3707.91,1776.5,35,60,2021-10-29,2024-09-25,2026-10-31,87.0,47.91,Shapoorji Pallonji Co,4,Central,Not Started,Pending,Obtained,Partial,Open,2,2026-06-14,4.7,0,1,1,21.81,71.43,57.6,Medium
PROJ-618494,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XV [Junction with Hiranagar Road near village Gurha Baildaran to Junction with Jammu Ring Road NH-244A near Jakh village from Km 468100 to Km 503250],Roads & Highways,Ministry of Road Transport & Highways,Punjab,Amritsar,NHAI,2715.0,3716.56,1846.59,36,63,2021-10-07,2024-09-25,2026-12-31,90.0,49.69,Patel Engineering,4,PPP,Partial,Obtained,Obtained,Partial,Limited,3,2026-04-08,4.9,0,1,1,36.89,75.0,62.3,Medium
PROJ-618496,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XVI Existing Jakh Vijaypur-Kunjwani section of NH-44 including spur Connectivity to Jammu Airport NH-144A [Km 503500 to km 514500],Roads & Highways,Ministry of Road Transport & Highways,Punjab,Amritsar,NHAI,1822.0,2522.56,1238.6,37,61,2021-09-03,2024-09-26,2026-09-30,94.0,49.1,GMR Infrastructure,3,Central,Complete,Pending,Obtained,Not Started,Limited,4,2026-01-03,4.8,3,1,1,38.45,64.86,66.4,High
PROJ-618457,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-10 Ch. 292.950 to Ch. 319.400 [End of Interchange on NH-166 near village Mui to Hardeoganj village near Indergarh],Roads & Highways,Ministry of Road Transport & Highways,Gujarat,Vadodara,NHAI,1273.0,1265.16,1150.13,42,82,2019-11-25,2023-05-21,2026-09-30,95.0,90.35,KNR Constructions Ltd,2,State,Partial,Pending,Obtained,Complete,Limited,5,2026-01-05,4.8,2,0,1,0.0,95.24,46.7,Medium
PROJ-618458,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-15 Ch. 419.000 to Ch.427.300 [Junction with NH-12 near village Ummedpura to Major bridge over Takli river near Nayagaon Jageer village],Roads & Highways,Ministry of Road Transport & Highways,Gujarat,Vadodara,NHAI,1855.0,1854.68,1530.92,42,73,2020-07-03,2024-01-04,2026-08-15,98.0,82.53,PNC Infratech Ltd,3,Externally Aided,Partial,Obtained,Pending,Complete,Open,2,2026-04-09,6.2,1,0,1,0.0,73.81,44.2,Medium
